id;amount;status;created_at;updated_at;user_id;moderated_at;deleted_account_id;reimbursement_date;cash_request_received_date;money_back_date;transfer_type;send_at;recovery_status;reco_creation;reco_last_update;payback_delay_days;payback_delay_days_cifra
2145;100.0;money_back;23/05/2020;06/07/2020;9489.0;24/05/2020;;;26/05/2020;06/07/2020;regular;;completed;12/06/2020;06/07/2020;<41 * Days>;41
1794;100.0;money_back;14/05/2020;03/06/2020;778.0;15/05/2020;;29/05/2020;17/05/2020;03/06/2020;regular;;completed;29/05/2020;03/06/2020;<17 * Days>;17
2122;100.0;money_back;22/05/2020;13/06/2020;8218.0;23/05/2020;;;27/05/2020;13/06/2020;regular;;;;;<17 * Days>;17
1629;100.0;money_back;08/05/2020;10/06/2020;9068.0;08/05/2020;;;12/05/2020;10/06/2020;regular;;;;;<29 * Days>;29
817;100.0;money_back;07/03/2020;14/04/2020;3162.0;08/03/2020;;06/04/2020;10/03/2020;14/04/2020;regular;;;;;<35 * Days>;35
724;50.0;money_back;22/02/2020;31/03/2020;115.0;22/02/2020;;23/03/2020;25/02/2020;31/03/2020;regular;;;;;<35 * Days>;35
2271;100.0;money_back;28/05/2020;18/09/2020;10503.0;29/05/2020;;;01/06/2020;18/09/2020;regular;;completed;12/06/2020;18/09/2020;<109 * Days>;109
2199;100.0;money_back;26/05/2020;27/06/2020;5430.0;05/06/2020;;25/06/2020;09/06/2020;27/06/2020;regular;;;;;<18 * Days>;18
1245;100.0;money_back;16/04/2020;01/05/2020;6613.0;17/04/2020;;23/04/2020;20/04/2020;01/05/2020;regular;;;;;<11 * Days>;11
898;100.0;money_back;16/03/2020;22/04/2020;4411.0;16/03/2020;;15/04/2020;26/03/2020;22/04/2020;regular;;completed;15/04/2020;22/04/2020;<27 * Days>;27
2152;100.0;money_back;24/05/2020;11/06/2020;3062.0;25/05/2020;;;26/05/2020;11/06/2020;regular;;;;;<16 * Days>;16
20639;50.0;money_back;12/10/2020;18/12/2020;;;30317.0;;16/10/2020;31/10/2020;instant;15/10/2020;;;;<15 * Days>;15
2068;80.0;money_back;20/05/2020;10/06/2020;6500.0;25/05/2020;;;28/05/2020;10/06/2020;regular;;;;;<13 * Days>;13
2284;100.0;money_back;29/05/2020;10/06/2020;9958.0;29/05/2020;;;01/06/2020;10/06/2020;regular;;;;;<9 * Days>;9
1610;100.0;money_back;07/05/2020;09/06/2020;297.0;07/05/2020;;02/06/2020;07/05/2020;09/06/2020;regular;;;;;<33 * Days>;33
2254;100.0;money_back;28/05/2020;17/06/2020;10023.0;28/05/2020;;;30/05/2020;17/06/2020;regular;;;;;<18 * Days>;18
1199;100.0;money_back;15/04/2020;05/05/2020;6272.0;15/04/2020;;22/04/2020;18/04/2020;05/05/2020;regular;;completed;27/04/2020;05/05/2020;<17 * Days>;17
2338;50.0;money_back;30/05/2020;15/06/2020;10560.0;30/05/2020;;;01/06/2020;15/06/2020;regular;;;;;<14 * Days>;14
3898;100.0;direct_debit_rejected;18/06/2020;11/08/2020;16861.0;18/06/2020;;;20/06/2020;02/07/2020;regular;;pending;05/07/2020;11/08/2020;<12 * Days>;12
785;150.0;money_back;03/03/2020;18/03/2020;3587.0;03/03/2020;;10/03/2020;05/03/2020;18/03/2020;regular;;;;;<13 * Days>;13
2109;100.0;money_back;21/05/2020;18/06/2020;9412.0;22/05/2020;;;22/05/2020;18/06/2020;regular;;;;;<27 * Days>;27
1902;100.0;money_back;16/05/2020;10/06/2020;4654.0;23/05/2020;;;26/05/2020;10/06/2020;regular;;;;;<15 * Days>;15
1408;100.0;money_back;28/04/2020;13/05/2020;7391.0;28/04/2020;;12/05/2020;29/04/2020;13/05/2020;regular;;completed;12/05/2020;13/05/2020;<14 * Days>;14
2158;100.0;money_back;25/05/2020;11/06/2020;;26/05/2020;4111.0;;29/05/2020;11/06/2020;regular;;;;;<13 * Days>;13
1893;100.0;money_back;16/05/2020;16/06/2020;4034.0;18/05/2020;;;20/05/2020;16/06/2020;regular;;completed;16/06/2020;16/06/2020;<27 * Days>;27
2268;100.0;money_back;28/05/2020;11/06/2020;;29/05/2020;5582.0;;01/06/2020;11/06/2020;regular;;;;;<10 * Days>;10
2135;100.0;money_back;23/05/2020;17/06/2020;9475.0;23/05/2020;;;29/05/2020;17/06/2020;regular;;;;;<19 * Days>;19
940;100.0;money_back;18/03/2020;27/04/2020;4640.0;19/03/2020;;17/04/2020;20/03/2020;27/04/2020;regular;;;;;<38 * Days>;38
20108;100.0;money_back;09/10/2020;18/12/2020;63894.0;;;;10/10/2020;06/11/2020;instant;09/10/2020;;;;<27 * Days>;27
1390;100.0;money_back;27/04/2020;15/05/2020;2993.0;27/04/2020;;07/05/2020;30/04/2020;15/05/2020;regular;;;;;<15 * Days>;15
2123;100.0;money_back;22/05/2020;19/06/2020;9320.0;22/05/2020;;;26/05/2020;19/06/2020;regular;;;;;<24 * Days>;24
823;100.0;money_back;08/03/2020;15/04/2020;4314.0;08/03/2020;;07/04/2020;10/03/2020;15/04/2020;regular;;;;;<36 * Days>;36
2302;100.0;money_back;29/05/2020;11/06/2020;11288.0;29/05/2020;;;01/06/2020;11/06/2020;regular;;;;;<10 * Days>;10
1218;100.0;money_back;16/04/2020;08/05/2020;47.0;16/04/2020;;30/04/2020;17/04/2020;08/05/2020;regular;;;;;<21 * Days>;21
1400;50.0;money_back;27/04/2020;15/05/2020;7318.0;27/04/2020;;07/05/2020;30/04/2020;15/05/2020;regular;;;;;<15 * Days>;15
1424;100.0;money_back;28/04/2020;16/05/2020;4797.0;28/04/2020;;08/05/2020;01/05/2020;16/05/2020;regular;;;;;<15 * Days>;15
1410;80.0;money_back;28/04/2020;16/05/2020;528.0;28/04/2020;;08/05/2020;01/05/2020;16/05/2020;regular;;;;;<15 * Days>;15
1524;100.0;money_back;02/05/2020;20/05/2020;8545.0;02/05/2020;;12/05/2020;05/05/2020;20/05/2020;regular;;;;;<15 * Days>;15
1640;100.0;money_back;08/05/2020;12/06/2020;2738.0;09/05/2020;;;12/05/2020;12/06/2020;regular;;;;;<31 * Days>;31
1125;100.0;money_back;10/04/2020;14/05/2020;682.0;10/04/2020;;06/05/2020;16/04/2020;14/05/2020;regular;;;;;<28 * Days>;28
2222;100.0;money_back;27/05/2020;12/06/2020;9556.0;28/05/2020;;10/06/2020;29/05/2020;12/06/2020;regular;;;;;<14 * Days>;14
1680;100.0;money_back;11/05/2020;10/06/2020;4844.0;11/05/2020;;;12/05/2020;10/06/2020;regular;;;;;<29 * Days>;29
1429;100.0;money_back;28/04/2020;16/05/2020;7808.0;28/04/2020;;08/05/2020;01/05/2020;16/05/2020;regular;;;;;<15 * Days>;15
1716;70.0;money_back;13/05/2020;09/06/2020;8564.0;13/05/2020;;;13/05/2020;09/06/2020;regular;;;;;<27 * Days>;27
1951;100.0;money_back;17/05/2020;09/06/2020;3381.0;17/05/2020;;;18/05/2020;09/06/2020;regular;;;;;<22 * Days>;22
2368;100.0;money_back;30/05/2020;09/06/2020;9748.0;30/05/2020;;;02/06/2020;09/06/2020;regular;;;;;<7 * Days>;7
20112;100.0;money_back;09/10/2020;18/12/2020;10116.0;;;;10/10/2020;06/11/2020;instant;09/10/2020;;;;<27 * Days>;27
2015;100.0;money_back;19/05/2020;10/06/2020;3032.0;19/05/2020;;;21/05/2020;10/06/2020;regular;;;;;<20 * Days>;20
1113;100.0;money_back;09/04/2020;01/05/2020;6058.0;09/04/2020;;23/04/2020;12/04/2020;01/05/2020;regular;;;;;<19 * Days>;19
982;40.0;money_back;24/03/2020;03/04/2020;860.0;24/03/2020;;;26/03/2020;03/04/2020;regular;;;;;<8 * Days>;8
1142;50.0;money_back;11/04/2020;14/05/2020;5594.0;22/04/2020;;06/05/2020;23/04/2020;14/05/2020;regular;;;;;<21 * Days>;21
1204;100.0;money_back;15/04/2020;08/05/2020;2152.0;15/04/2020;;30/04/2020;16/04/2020;08/05/2020;regular;;;;;<22 * Days>;22
1691;100.0;money_back;12/05/2020;11/06/2020;5230.0;12/05/2020;;;12/05/2020;11/06/2020;regular;;;;;<30 * Days>;30
2307;100.0;money_back;29/05/2020;30/06/2020;10978.0;29/05/2020;;;01/06/2020;30/06/2020;regular;;completed;14/06/2020;30/06/2020;<29 * Days>;29
1537;100.0;money_back;03/05/2020;10/06/2020;5291.0;04/05/2020;;;05/05/2020;10/06/2020;regular;;;;;<36 * Days>;36
1324;100.0;money_back;22/04/2020;07/07/2020;3255.0;23/04/2020;;;23/04/2020;07/07/2020;regular;;completed;12/06/2020;07/07/2020;<75 * Days>;75
2081;100.0;money_back;21/05/2020;11/06/2020;3439.0;21/05/2020;;;21/05/2020;11/06/2020;regular;;;;;<21 * Days>;21
1768;100.0;money_back;14/05/2020;04/06/2020;7088.0;14/05/2020;;11/06/2020;16/05/2020;04/06/2020;regular;;;;;<19 * Days>;19
1130;100.0;money_back;10/04/2020;13/05/2020;6290.0;10/04/2020;;05/05/2020;14/04/2020;13/05/2020;regular;;;;;<29 * Days>;29
2510;50.0;money_back;03/06/2020;18/12/2020;8157.0;03/06/2020;;;05/06/2020;30/06/2020;regular;;;;;<25 * Days>;25
1377;100.0;money_back;25/04/2020;13/05/2020;6166.0;27/04/2020;;05/05/2020;30/04/2020;13/05/2020;regular;;;;;<13 * Days>;13
1558;100.0;money_back;05/05/2020;11/06/2020;8723.0;05/05/2020;;04/06/2020;06/05/2020;11/06/2020;regular;;;;;<36 * Days>;36
1572;100.0;money_back;05/05/2020;11/06/2020;8132.0;06/05/2020;;;07/05/2020;11/06/2020;regular;;;;;<35 * Days>;35
1134;100.0;money_back;10/04/2020;02/05/2020;960.0;10/04/2020;;24/04/2020;13/04/2020;02/05/2020;regular;;;;;<19 * Days>;19
2041;100.0;money_back;19/05/2020;30/06/2020;7653.0;20/05/2020;;;20/05/2020;30/06/2020;regular;;completed;12/06/2020;30/06/2020;<41 * Days>;41
2038;100.0;money_back;19/05/2020;12/06/2020;1533.0;20/05/2020;;;21/05/2020;12/06/2020;regular;;;;;<22 * Days>;22
1665;100.0;money_back;10/05/2020;10/06/2020;9119.0;11/05/2020;;;12/05/2020;10/06/2020;regular;;;;;<29 * Days>;29
1656;100.0;money_back;09/05/2020;10/06/2020;3226.0;11/05/2020;;03/06/2020;12/05/2020;10/06/2020;regular;;;;;<29 * Days>;29
2116;50.0;money_back;22/05/2020;11/06/2020;6792.0;23/05/2020;;05/06/2020;26/05/2020;11/06/2020;regular;;;;;<16 * Days>;16
2378;60.0;money_back;30/05/2020;12/06/2020;11415.0;31/05/2020;;;03/06/2020;12/06/2020;regular;;;;;<9 * Days>;9
2246;100.0;money_back;28/05/2020;18/06/2020;9349.0;28/05/2020;;12/06/2020;31/05/2020;18/06/2020;regular;;;;;<18 * Days>;18
1717;100.0;money_back;13/05/2020;11/06/2020;8530.0;13/05/2020;;;13/05/2020;11/06/2020;regular;;;;;<29 * Days>;29
947;100.0;money_back;19/03/2020;03/04/2020;1946.0;19/03/2020;;26/03/2020;20/03/2020;03/04/2020;regular;;;;;<14 * Days>;14
1399;100.0;money_back;27/04/2020;19/05/2020;;27/04/2020;1309.0;11/05/2020;30/04/2020;19/05/2020;regular;;;;;<19 * Days>;19
2221;100.0;money_back;27/05/2020;26/06/2020;9561.0;28/05/2020;;;29/05/2020;26/06/2020;regular;;completed;20/06/2020;26/06/2020;<28 * Days>;28
1696;50.0;money_back;12/05/2020;11/06/2020;8040.0;12/05/2020;;;13/05/2020;11/06/2020;regular;;;;;<29 * Days>;29
1475;100.0;money_back;30/04/2020;25/05/2020;6634.0;30/04/2020;;15/05/2020;04/05/2020;25/05/2020;regular;;;;;<21 * Days>;21
1568;100.0;money_back;05/05/2020;12/06/2020;8644.0;05/05/2020;;;06/05/2020;12/06/2020;regular;;;;;<37 * Days>;37
1805;100.0;money_back;15/05/2020;11/06/2020;3364.0;15/05/2020;;;16/05/2020;11/06/2020;regular;;;;;<26 * Days>;26
1829;100.0;money_back;15/05/2020;11/06/2020;6051.0;15/05/2020;;;18/05/2020;11/06/2020;regular;;;;;<24 * Days>;24
2314;50.0;money_back;29/05/2020;30/06/2020;10203.0;30/05/2020;;;02/06/2020;30/06/2020;regular;;;;;<28 * Days>;28
1783;50.0;money_back;14/05/2020;11/06/2020;7780.0;14/05/2020;;;15/05/2020;11/06/2020;regular;;;;;<27 * Days>;27
2266;20.0;money_back;28/05/2020;02/07/2020;10516.0;29/05/2020;;;01/06/2020;02/07/2020;regular;;completed;25/06/2020;02/07/2020;<31 * Days>;31
25766;50.0;money_back;28/10/2020;18/12/2020;97141.0;;;;29/10/2020;07/11/2020;instant;28/10/2020;;;;<9 * Days>;9
1497;100.0;money_back;01/05/2020;19/05/2020;8311.0;01/05/2020;;11/05/2020;04/05/2020;19/05/2020;regular;;;;;<15 * Days>;15
1069;100.0;money_back;07/04/2020;08/05/2020;2530.0;08/04/2020;;30/04/2020;10/04/2020;08/05/2020;regular;;;;;<28 * Days>;28
1118;100.0;money_back;09/04/2020;27/04/2020;5700.0;09/04/2020;;16/04/2020;12/04/2020;27/04/2020;regular;;;;;<15 * Days>;15
2315;100.0;money_back;29/05/2020;02/07/2020;4914.0;30/05/2020;;;01/06/2020;02/07/2020;regular;;;;;<31 * Days>;31
1822;100.0;money_back;15/05/2020;11/06/2020;2011.0;15/05/2020;;;18/05/2020;11/06/2020;regular;;;;;<24 * Days>;24
1398;100.0;money_back;27/04/2020;15/05/2020;6410.0;27/04/2020;;07/05/2020;30/04/2020;15/05/2020;regular;;;;;<15 * Days>;15
1394;100.0;money_back;27/04/2020;15/05/2020;7387.0;27/04/2020;;07/05/2020;30/04/2020;15/05/2020;regular;;;;;<15 * Days>;15
1747;100.0;money_back;13/05/2020;10/06/2020;1987.0;14/05/2020;;;14/05/2020;10/06/2020;regular;;;;;<27 * Days>;27
2159;100.0;money_back;25/05/2020;10/06/2020;5067.0;25/05/2020;;;26/05/2020;10/06/2020;regular;;;;;<15 * Days>;15
2137;100.0;money_back;23/05/2020;11/06/2020;8090.0;23/05/2020;;;26/05/2020;11/06/2020;regular;;;;;<16 * Days>;16
2264;100.0;money_back;28/05/2020;11/06/2020;10522.0;29/05/2020;;;01/06/2020;11/06/2020;regular;;;;;<10 * Days>;10
1831;100.0;money_back;15/05/2020;18/06/2020;8741.0;15/05/2020;;;18/05/2020;18/06/2020;regular;;;;;<31 * Days>;31
2196;100.0;money_back;26/05/2020;11/06/2020;9532.0;27/05/2020;;10/06/2020;28/05/2020;11/06/2020;regular;;;;;<14 * Days>;14
1119;100.0;money_back;09/04/2020;08/05/2020;6198.0;10/04/2020;;;14/04/2020;08/05/2020;regular;;;;;<24 * Days>;24
1542;100.0;money_back;04/05/2020;24/05/2020;5067.0;04/05/2020;;19/05/2020;06/05/2020;24/05/2020;regular;;;;;<18 * Days>;18
2346;100.0;money_back;30/05/2020;02/07/2020;10173.0;01/06/2020;;29/06/2020;03/06/2020;02/07/2020;regular;;;;;<29 * Days>;29
1961;100.0;money_back;17/05/2020;12/06/2020;1348.0;18/05/2020;;;18/05/2020;12/06/2020;regular;;;;;<25 * Days>;25
1597;100.0;money_back;06/05/2020;10/06/2020;6600.0;06/05/2020;;05/06/2020;15/05/2020;10/06/2020;regular;;;;;<26 * Days>;26
1630;100.0;money_back;08/05/2020;04/06/2020;;08/05/2020;5672.0;;11/05/2020;04/06/2020;regular;;;;;<24 * Days>;24
2006;100.0;money_back;19/05/2020;11/06/2020;5280.0;20/05/2020;;05/06/2020;20/05/2020;11/06/2020;regular;;;;;<22 * Days>;22
2029;20.0;money_back;19/05/2020;11/06/2020;8456.0;01/06/2020;;;04/06/2020;11/06/2020;regular;;;;;<7 * Days>;7
1812;100.0;money_back;15/05/2020;11/06/2020;9253.0;15/05/2020;;;19/05/2020;11/06/2020;regular;;;;;<23 * Days>;23
2178;31.0;money_back;26/05/2020;11/06/2020;6345.0;26/05/2020;;;26/05/2020;11/06/2020;regular;;;;;<16 * Days>;16
2292;100.0;money_back;29/05/2020;22/06/2020;11185.0;29/05/2020;;;01/06/2020;22/06/2020;regular;;;;;<21 * Days>;21
1750;100.0;money_back;13/05/2020;07/07/2020;;14/05/2020;4217.0;;16/05/2020;07/07/2020;regular;;completed;11/06/2020;07/07/2020;<52 * Days>;52
1965;100.0;money_back;18/05/2020;09/06/2020;528.0;18/05/2020;;;19/05/2020;09/06/2020;regular;;;;;<21 * Days>;21
1538;40.0;money_back;03/05/2020;10/06/2020;8674.0;04/05/2020;;;04/05/2020;10/06/2020;regular;;;;;<37 * Days>;37
1407;100.0;money_back;28/04/2020;21/05/2020;70.0;28/04/2020;;13/05/2020;29/04/2020;21/05/2020;regular;;;;;<22 * Days>;22
1051;100.0;money_back;06/04/2020;14/05/2020;1412.0;06/04/2020;;06/05/2020;06/04/2020;14/05/2020;regular;;;;;<38 * Days>;38
1440;100.0;money_back;29/04/2020;06/06/2020;6363.0;29/04/2020;;29/05/2020;01/05/2020;06/06/2020;regular;;;;;<36 * Days>;36
1331;100.0;money_back;23/04/2020;14/05/2020;5264.0;23/04/2020;;;24/04/2020;14/05/2020;regular;;;;;<20 * Days>;20
2151;100.0;money_back;24/05/2020;12/06/2020;3276.0;25/05/2020;;;26/05/2020;12/06/2020;regular;;;;;<17 * Days>;17
1025;100.0;money_back;02/04/2020;17/04/2020;227.0;02/04/2020;;09/04/2020;04/04/2020;17/04/2020;regular;;;;;<13 * Days>;13
2056;100.0;money_back;20/05/2020;12/06/2020;5453.0;20/05/2020;;;21/05/2020;12/06/2020;regular;;;;;<22 * Days>;22
1418;100.0;money_back;28/04/2020;25/05/2020;7505.0;28/04/2020;;15/05/2020;30/04/2020;25/05/2020;regular;;;;;<25 * Days>;25
1795;100.0;money_back;14/05/2020;09/06/2020;1365.0;15/05/2020;;;16/05/2020;09/06/2020;regular;;;;;<24 * Days>;24
1890;100.0;money_back;15/05/2020;13/06/2020;1055.0;16/05/2020;;;19/05/2020;13/06/2020;regular;;completed;12/06/2020;13/06/2020;<25 * Days>;25
1335;100.0;money_back;23/04/2020;08/05/2020;4580.0;23/04/2020;;30/04/2020;26/04/2020;08/05/2020;regular;;;;;<12 * Days>;12
1915;100.0;direct_debit_rejected;16/05/2020;18/07/2020;8561.0;16/05/2020;;10/06/2020;19/05/2020;15/06/2020;regular;;pending;15/06/2020;18/07/2020;<27 * Days>;27
2252;100.0;money_back;28/05/2020;18/06/2020;9579.0;28/05/2020;;12/06/2020;30/05/2020;18/06/2020;regular;;;;;<19 * Days>;19
2087;100.0;money_back;21/05/2020;12/06/2020;6501.0;22/05/2020;;;23/05/2020;12/06/2020;regular;;;;;<20 * Days>;20
1432;100.0;money_back;29/04/2020;04/06/2020;4636.0;29/04/2020;;27/05/2020;30/04/2020;04/06/2020;regular;;;;;<35 * Days>;35
1967;200.0;money_back;18/05/2020;10/06/2020;3617.0;18/05/2020;;;19/05/2020;10/06/2020;regular;;;;;<22 * Days>;22
2177;100.0;money_back;26/05/2020;11/06/2020;496.0;26/05/2020;;05/06/2020;29/05/2020;11/06/2020;regular;;;;;<13 * Days>;13
2232;100.0;money_back;28/05/2020;18/06/2020;8963.0;29/05/2020;;;02/06/2020;18/06/2020;regular;;;;;<16 * Days>;16
2050;100.0;money_back;19/05/2020;11/06/2020;6596.0;28/05/2020;;;31/05/2020;11/06/2020;regular;;;;;<11 * Days>;11
2138;75.0;money_back;23/05/2020;11/06/2020;;23/05/2020;4368.0;07/06/2020;25/05/2020;11/06/2020;regular;;;;;<17 * Days>;17
1923;100.0;money_back;16/05/2020;22/06/2020;5286.0;16/05/2020;;;18/05/2020;22/06/2020;regular;;;;;<35 * Days>;35
2352;60.0;money_back;30/05/2020;09/06/2020;10612.0;30/05/2020;;;02/06/2020;09/06/2020;regular;;;;;<7 * Days>;7
2030;100.0;money_back;19/05/2020;11/06/2020;9018.0;19/05/2020;;;20/05/2020;11/06/2020;regular;;;;;<22 * Days>;22
2128;50.0;money_back;22/05/2020;11/06/2020;8720.0;24/05/2020;;;25/05/2020;11/06/2020;regular;;;;;<17 * Days>;17
2179;100.0;money_back;26/05/2020;11/06/2020;5331.0;26/05/2020;;;28/05/2020;11/06/2020;regular;;;;;<14 * Days>;14
2146;100.0;money_back;24/05/2020;11/06/2020;5319.0;24/05/2020;;06/06/2020;25/05/2020;11/06/2020;regular;;;;;<17 * Days>;17
1491;100.0;money_back;30/04/2020;12/06/2020;8140.0;30/04/2020;;28/05/2020;05/05/2020;12/06/2020;regular;;completed;03/06/2020;12/06/2020;<38 * Days>;38
2044;100.0;money_back;19/05/2020;15/06/2020;;20/05/2020;14798.0;;21/05/2020;15/06/2020;regular;;;;;<25 * Days>;25
1981;100.0;money_back;18/05/2020;03/07/2020;7227.0;19/05/2020;;;20/05/2020;03/07/2020;regular;;;;;<44 * Days>;44
2208;100.0;money_back;27/05/2020;19/06/2020;9471.0;27/05/2020;;;29/05/2020;19/06/2020;regular;;;;;<21 * Days>;21
1564;100.0;money_back;05/05/2020;15/06/2020;6613.0;05/05/2020;;;06/05/2020;15/06/2020;regular;;;;;<40 * Days>;40
16885;100.0;money_back;19/09/2020;18/12/2020;22673.0;;;;29/09/2020;04/12/2020;regular;26/09/2020;completed;18/11/2020;04/12/2020;<66 * Days>;66
1560;100.0;money_back;05/05/2020;09/06/2020;8641.0;05/05/2020;;;06/05/2020;09/06/2020;regular;;;;;<34 * Days>;34
2147;100.0;money_back;24/05/2020;11/06/2020;6493.0;24/05/2020;;03/06/2020;27/05/2020;11/06/2020;regular;;;;;<15 * Days>;15
1724;100.0;money_back;13/05/2020;10/06/2020;5049.0;13/05/2020;;;14/05/2020;10/06/2020;regular;;;;;<27 * Days>;27
2052;100.0;money_back;19/05/2020;14/06/2020;6238.0;20/05/2020;;;20/05/2020;14/06/2020;regular;;;;;<25 * Days>;25
2219;100.0;money_back;27/05/2020;15/06/2020;2779.0;28/05/2020;;;29/05/2020;15/06/2020;regular;;;;;<17 * Days>;17
2120;100.0;money_back;22/05/2020;15/06/2020;4546.0;23/05/2020;;;25/05/2020;15/06/2020;regular;;;;;<21 * Days>;21
2045;100.0;money_back;19/05/2020;15/06/2020;3108.0;20/05/2020;;;21/05/2020;15/06/2020;regular;;;;;<25 * Days>;25
2198;100.0;money_back;26/05/2020;11/06/2020;4813.0;28/05/2020;;;31/05/2020;11/06/2020;regular;;;;;<11 * Days>;11
2323;70.0;money_back;29/05/2020;11/06/2020;11639.0;30/05/2020;;;02/06/2020;11/06/2020;regular;;;;;<9 * Days>;9
2400;50.0;money_back;31/05/2020;19/06/2020;9953.0;01/06/2020;;15/06/2020;03/06/2020;19/06/2020;regular;;;;;<16 * Days>;16
2042;100.0;money_back;19/05/2020;15/06/2020;8020.0;20/05/2020;;;21/05/2020;15/06/2020;regular;;;;;<25 * Days>;25
1353;100.0;money_back;23/04/2020;18/06/2020;3128.0;24/04/2020;;;27/04/2020;18/06/2020;regular;;;;;<52 * Days>;52
2023;80.0;money_back;19/05/2020;11/06/2020;4884.0;19/05/2020;;;20/05/2020;11/06/2020;regular;;;;;<22 * Days>;22
1766;100.0;money_back;14/05/2020;11/06/2020;4656.0;18/05/2020;;;18/05/2020;11/06/2020;regular;;;;;<24 * Days>;24
1337;100.0;money_back;23/04/2020;14/05/2020;1909.0;23/04/2020;;;24/04/2020;14/05/2020;regular;;;;;<20 * Days>;20
1675;100.0;money_back;11/05/2020;11/06/2020;2910.0;11/05/2020;;;12/05/2020;11/06/2020;regular;;;;;<30 * Days>;30
1635;1.0;money_back;08/05/2020;30/05/2020;8873.0;10/05/2020;;22/05/2020;12/05/2020;30/05/2020;regular;;;;;<18 * Days>;18
2080;100.0;money_back;21/05/2020;11/06/2020;8093.0;21/05/2020;;;23/05/2020;11/06/2020;regular;;;;;<19 * Days>;19
1591;100.0;money_back;06/05/2020;10/06/2020;1628.0;06/05/2020;;;07/05/2020;10/06/2020;regular;;;;;<34 * Days>;34
2234;100.0;money_back;28/05/2020;19/06/2020;8737.0;28/05/2020;;;29/05/2020;19/06/2020;regular;;;;;<21 * Days>;21
2192;100.0;money_back;26/05/2020;09/06/2020;7893.0;26/05/2020;;;28/05/2020;09/06/2020;regular;;;;;<12 * Days>;12
1947;100.0;money_back;17/05/2020;10/06/2020;7199.0;17/05/2020;;;19/05/2020;10/06/2020;regular;;;;;<22 * Days>;22
2304;100.0;money_back;29/05/2020;15/06/2020;11268.0;29/05/2020;;13/06/2020;02/06/2020;15/06/2020;regular;;;;;<13 * Days>;13
1774;100.0;money_back;14/05/2020;11/06/2020;6859.0;14/05/2020;;;15/05/2020;11/06/2020;regular;;;;;<27 * Days>;27
2370;100.0;money_back;30/05/2020;12/06/2020;11253.0;31/05/2020;;;03/06/2020;12/06/2020;regular;;;;;<9 * Days>;9
1946;50.0;money_back;17/05/2020;19/06/2020;9308.0;17/05/2020;;16/06/2020;18/05/2020;19/06/2020;regular;;;;;<32 * Days>;32
2306;100.0;money_back;29/05/2020;09/06/2020;11391.0;29/05/2020;;;01/06/2020;09/06/2020;regular;;;;;<8 * Days>;8
1882;100.0;money_back;15/05/2020;11/06/2020;4644.0;20/05/2020;;;21/05/2020;11/06/2020;regular;;;;;<21 * Days>;21
2085;100.0;money_back;21/05/2020;09/06/2020;1267.0;23/05/2020;;;26/05/2020;09/06/2020;regular;;;;;<14 * Days>;14
1388;100.0;money_back;27/04/2020;04/06/2020;2991.0;27/04/2020;;;28/04/2020;04/06/2020;regular;;;;;<37 * Days>;37
1511;99.0;money_back;01/05/2020;20/05/2020;8670.0;01/05/2020;;12/05/2020;04/05/2020;20/05/2020;regular;;;;;<16 * Days>;16
2037;100.0;money_back;19/05/2020;11/06/2020;;20/05/2020;4372.0;05/06/2020;21/05/2020;11/06/2020;regular;;;;;<21 * Days>;21
2355;100.0;money_back;30/05/2020;12/06/2020;10877.0;30/05/2020;;;02/06/2020;12/06/2020;regular;;;;;<10 * Days>;10
2144;100.0;money_back;23/05/2020;11/06/2020;9482.0;24/05/2020;;;25/05/2020;11/06/2020;regular;;;;;<17 * Days>;17
1694;100.0;money_back;12/05/2020;11/06/2020;7785.0;12/05/2020;;;14/05/2020;11/06/2020;regular;;;;;<28 * Days>;28
1963;100.0;money_back;18/05/2020;11/06/2020;8410.0;18/05/2020;;;19/05/2020;11/06/2020;regular;;;;;<23 * Days>;23
2008;100.0;money_back;19/05/2020;11/06/2020;4543.0;19/05/2020;;;20/05/2020;11/06/2020;regular;;;;;<22 * Days>;22
1741;100.0;money_back;13/05/2020;11/06/2020;9213.0;15/05/2020;;;18/05/2020;11/06/2020;regular;;;;;<24 * Days>;24
1770;100.0;money_back;14/05/2020;11/06/2020;1085.0;14/05/2020;;;14/05/2020;11/06/2020;regular;;;;;<28 * Days>;28
2168;50.0;money_back;25/05/2020;12/06/2020;7903.0;26/05/2020;;09/06/2020;28/05/2020;12/06/2020;regular;;;;;<15 * Days>;15
2373;100.0;money_back;30/05/2020;12/06/2020;11858.0;31/05/2020;;;03/06/2020;12/06/2020;regular;;;;;<9 * Days>;9
1338;100.0;money_back;23/04/2020;16/05/2020;7287.0;23/04/2020;;08/05/2020;27/04/2020;16/05/2020;regular;;;;;<19 * Days>;19
1503;100.0;money_back;01/05/2020;10/06/2020;8500.0;01/05/2020;;;05/05/2020;10/06/2020;regular;;;;;<36 * Days>;36
2157;100.0;money_back;25/05/2020;09/06/2020;8903.0;25/05/2020;;;26/05/2020;09/06/2020;regular;;;;;<14 * Days>;14
1494;100.0;money_back;30/04/2020;18/05/2020;8589.0;01/05/2020;;15/05/2020;04/05/2020;18/05/2020;regular;;completed;18/05/2020;18/05/2020;<14 * Days>;14
