id;amount;status;created_at;updated_at;user_id;moderated_at;deleted_account_id;reimbursement_date;cash_request_received_date;money_back_date;transfer_type;send_at;recovery_status;reco_creation;reco_last_update;payback_delay_days;payback_delay_days_cifra
12333;100.0;money_back;13/08/2020;18/12/2020;8247.0;13/08/2020;;;21/08/2020;08/10/2020;regular;20/08/2020;;;;<48 * Days>;48
12331;100.0;money_back;13/08/2020;18/12/2020;33696.0;13/08/2020;;;15/08/2020;10/09/2020;instant;20/08/2020;;;;<26 * Days>;26
13017;100.0;money_back;19/08/2020;18/12/2020;7584.0;19/08/2020;;07/09/2020;21/08/2020;07/09/2020;instant;26/08/2020;;;;<17 * Days>;17
25653;25.0;money_back;28/10/2020;18/12/2020;7331.0;;;;30/10/2020;14/12/2020;instant;28/10/2020;completed;18/11/2020;14/12/2020;<45 * Days>;45
12334;100.0;money_back;13/08/2020;18/12/2020;34908.0;13/08/2020;;;17/08/2020;05/09/2020;instant;20/08/2020;completed;05/09/2020;05/09/2020;<19 * Days>;19
12327;100.0;money_back;13/08/2020;18/12/2020;23378.0;13/08/2020;;;15/08/2020;05/11/2020;instant;20/08/2020;;;;<82 * Days>;82
23725;100.0;money_back;23/10/2020;18/12/2020;87366.0;;;;27/10/2020;06/11/2020;instant;23/10/2020;;;;<10 * Days>;10
21505;100.0;money_back;16/10/2020;18/12/2020;72423.0;;;;17/10/2020;06/11/2020;instant;16/10/2020;;;;<20 * Days>;20
12340;100.0;money_back;13/08/2020;18/12/2020;11185.0;13/08/2020;;;22/08/2020;08/09/2020;regular;20/08/2020;;;;<17 * Days>;17
11996;100.0;money_back;11/08/2020;18/12/2020;4616.0;11/08/2020;;;13/08/2020;04/09/2020;instant;18/08/2020;;;;<22 * Days>;22
12320;100.0;money_back;13/08/2020;18/12/2020;3439.0;13/08/2020;;;14/08/2020;09/09/2020;regular;20/08/2020;;;;<26 * Days>;26
12319;100.0;money_back;13/08/2020;18/12/2020;16144.0;;;;14/08/2020;08/09/2020;instant;20/08/2020;;;;<25 * Days>;25
6387;100.0;money_back;03/07/2020;18/12/2020;;03/07/2020;4071.0;;07/07/2020;02/08/2020;regular;;;;;<26 * Days>;26
6817;100.0;money_back;06/07/2020;18/12/2020;508.0;07/07/2020;;;08/07/2020;03/08/2020;regular;;;;;<26 * Days>;26
22060;100.0;money_back;19/10/2020;18/12/2020;37615.0;;;;20/10/2020;13/11/2020;instant;19/10/2020;;;;<24 * Days>;24
12357;50.0;money_back;13/08/2020;18/12/2020;8734.0;13/08/2020;;;14/08/2020;04/09/2020;instant;20/08/2020;;;;<21 * Days>;21
16691;100.0;money_back;17/09/2020;18/12/2020;8700.0;;;;18/09/2020;06/10/2020;instant;24/09/2020;;;;<18 * Days>;18
26383;100.0;money_back;30/10/2020;18/12/2020;99735.0;;;;03/11/2020;06/11/2020;instant;30/10/2020;;;;<3 * Days>;3
23338;25.0;money_back;23/10/2020;18/12/2020;45890.0;;;;24/10/2020;06/11/2020;instant;23/10/2020;;;;<13 * Days>;13
12366;50.0;money_back;13/08/2020;18/12/2020;35127.0;;;;14/08/2020;12/09/2020;instant;;;;;<29 * Days>;29
12350;100.0;money_back;13/08/2020;18/12/2020;20287.0;13/08/2020;;;15/08/2020;04/09/2020;instant;20/08/2020;;;;<20 * Days>;20
12352;100.0;money_back;13/08/2020;18/12/2020;9350.0;13/08/2020;;;14/08/2020;03/09/2020;instant;20/08/2020;;;;<20 * Days>;20
12362;100.0;money_back;13/08/2020;18/12/2020;14771.0;;;;15/08/2020;08/09/2020;instant;20/08/2020;;;;<24 * Days>;24
19178;50.0;money_back;04/10/2020;18/12/2020;26059.0;05/10/2020;;;06/10/2020;30/10/2020;instant;11/10/2020;;;;<24 * Days>;24
21825;50.0;money_back;17/10/2020;18/12/2020;76809.0;;;;18/10/2020;06/11/2020;instant;17/10/2020;;;;<19 * Days>;19
12363;100.0;money_back;13/08/2020;18/12/2020;24526.0;13/08/2020;;;14/08/2020;08/09/2020;instant;20/08/2020;;;;<25 * Days>;25
12367;100.0;money_back;13/08/2020;18/12/2020;17790.0;;;;15/08/2020;03/10/2020;instant;20/08/2020;;;;<49 * Days>;49
8104;100.0;money_back;15/07/2020;18/12/2020;33520.0;16/07/2020;;;18/07/2020;05/10/2020;regular;;completed;07/08/2020;05/10/2020;<79 * Days>;79
12390;100.0;money_back;13/08/2020;18/12/2020;20996.0;13/08/2020;;;15/08/2020;09/09/2020;instant;20/08/2020;;;;<25 * Days>;25
23893;25.0;money_back;24/10/2020;18/12/2020;88157.0;;;;27/10/2020;05/11/2020;instant;24/10/2020;;;;<9 * Days>;9
14110;100.0;money_back;30/08/2020;18/12/2020;4857.0;31/08/2020;;;08/09/2020;29/09/2020;regular;06/09/2020;;;;<21 * Days>;21
22056;50.0;money_back;19/10/2020;18/12/2020;78176.0;;;;19/10/2020;30/10/2020;instant;19/10/2020;;;;<11 * Days>;11
12392;50.0;money_back;13/08/2020;18/12/2020;35909.0;13/08/2020;;;15/08/2020;08/09/2020;instant;20/08/2020;;;;<24 * Days>;24
12351;100.0;money_back;13/08/2020;18/12/2020;8167.0;13/08/2020;;;14/08/2020;10/09/2020;instant;20/08/2020;;;;<27 * Days>;27
12376;100.0;money_back;13/08/2020;18/12/2020;28004.0;14/08/2020;;;17/08/2020;05/09/2020;instant;20/08/2020;;;;<19 * Days>;19
26858;50.0;money_back;31/10/2020;18/12/2020;70156.0;;;;03/11/2020;05/12/2020;instant;31/10/2020;;;;<32 * Days>;32
11261;100.0;money_back;07/08/2020;18/12/2020;30650.0;07/08/2020;;;08/08/2020;30/08/2020;instant;14/08/2020;completed;30/08/2020;30/08/2020;<22 * Days>;22
12394;50.0;money_back;13/08/2020;18/12/2020;34850.0;13/08/2020;;;15/08/2020;05/10/2020;instant;20/08/2020;;;;<51 * Days>;51
12416;100.0;money_back;14/08/2020;18/12/2020;8496.0;14/08/2020;;;17/08/2020;08/09/2020;instant;;;;;<22 * Days>;22
23728;50.0;money_back;23/10/2020;18/12/2020;8638.0;;;;27/10/2020;04/11/2020;instant;23/10/2020;;;;<8 * Days>;8
12403;50.0;money_back;13/08/2020;18/12/2020;26773.0;14/08/2020;;;22/08/2020;08/09/2020;instant;20/08/2020;;;;<17 * Days>;17
24211;100.0;money_back;24/10/2020;18/12/2020;91245.0;;;08/11/2020;27/10/2020;08/11/2020;instant;24/10/2020;;;;<12 * Days>;12
9354;100.0;money_back;22/07/2020;18/12/2020;10148.0;22/07/2020;;;22/07/2020;19/08/2020;regular;29/07/2020;completed;13/08/2020;19/08/2020;<28 * Days>;28
3353;50.0;money_back;15/06/2020;18/12/2020;14875.0;15/06/2020;;;17/06/2020;01/10/2020;regular;;completed;13/08/2020;01/10/2020;<106 * Days>;106
12407;100.0;money_back;13/08/2020;18/12/2020;271.0;;;;17/08/2020;08/09/2020;instant;;;;;<22 * Days>;22
5122;50.0;money_back;25/06/2020;18/12/2020;8058.0;25/06/2020;;;27/06/2020;06/09/2020;regular;;completed;15/07/2020;06/09/2020;<71 * Days>;71
9449;100.0;money_back;22/07/2020;18/12/2020;19020.0;23/07/2020;;;23/07/2020;13/08/2020;regular;29/07/2020;completed;13/08/2020;13/08/2020;<21 * Days>;21
12409;100.0;money_back;13/08/2020;18/12/2020;5994.0;14/08/2020;;30/08/2020;14/08/2020;31/08/2020;instant;20/08/2020;completed;29/08/2020;31/08/2020;<17 * Days>;17
26995;50.0;money_back;01/11/2020;18/12/2020;56706.0;;;;02/11/2020;20/11/2020;instant;01/11/2020;;;;<18 * Days>;18
12402;100.0;money_back;13/08/2020;18/12/2020;21123.0;14/08/2020;;;14/08/2020;08/09/2020;instant;20/08/2020;;;;<25 * Days>;25
3496;50.0;money_back;16/06/2020;18/12/2020;14995.0;16/06/2020;;;17/06/2020;07/09/2020;regular;;completed;13/08/2020;07/09/2020;<82 * Days>;82
9659;40.0;money_back;25/07/2020;18/12/2020;938.0;25/07/2020;;07/08/2020;28/07/2020;10/09/2020;regular;01/08/2020;completed;13/08/2020;10/09/2020;<44 * Days>;44
6114;50.0;money_back;01/07/2020;18/12/2020;;01/07/2020;12175.0;;02/07/2020;16/09/2020;regular;;completed;13/08/2020;16/09/2020;<76 * Days>;76
12413;100.0;money_back;14/08/2020;18/12/2020;11318.0;14/08/2020;;;14/08/2020;09/09/2020;instant;21/08/2020;;;;<26 * Days>;26
6494;15.0;money_back;03/07/2020;18/12/2020;;04/07/2020;5255.0;;07/07/2020;14/08/2020;regular;;completed;22/07/2020;14/08/2020;<38 * Days>;38
3737;100.0;money_back;17/06/2020;18/12/2020;17036.0;18/06/2020;;;20/06/2020;06/10/2020;regular;;completed;13/08/2020;06/10/2020;<108 * Days>;108
12400;100.0;money_back;13/08/2020;18/12/2020;5453.0;14/08/2020;;;21/08/2020;21/09/2020;regular;20/08/2020;;;;<31 * Days>;31
11427;100.0;money_back;07/08/2020;18/12/2020;33787.0;08/08/2020;;;11/08/2020;06/10/2020;instant;14/08/2020;completed;30/08/2020;06/10/2020;<56 * Days>;56
14805;100.0;money_back;06/09/2020;18/12/2020;24748.0;;;;08/09/2020;06/10/2020;instant;13/09/2020;;;;<28 * Days>;28
11951;50.0;money_back;11/08/2020;18/12/2020;16109.0;11/08/2020;;;12/08/2020;05/09/2020;instant;;;;;<24 * Days>;24
14585;100.0;money_back;04/09/2020;18/12/2020;17089.0;;;;15/09/2020;06/11/2020;instant;11/09/2020;;;;<52 * Days>;52
14121;100.0;money_back;31/08/2020;18/12/2020;10853.0;31/08/2020;;;08/09/2020;29/09/2020;regular;07/09/2020;;;;<21 * Days>;21
14819;100.0;money_back;06/09/2020;18/12/2020;32426.0;;;;15/09/2020;01/10/2020;regular;13/09/2020;;;;<16 * Days>;16
16345;100.0;money_back;16/09/2020;18/12/2020;18635.0;;;;22/09/2020;16/10/2020;instant;23/09/2020;;;;<24 * Days>;24
23341;50.0;money_back;23/10/2020;18/12/2020;88244.0;;;;24/10/2020;16/11/2020;instant;23/10/2020;;;;<23 * Days>;23
16201;50.0;money_back;15/09/2020;18/12/2020;38621.0;15/09/2020;;;15/09/2020;27/11/2020;instant;22/09/2020;;;;<73 * Days>;73
25117;25.0;money_back;27/10/2020;18/12/2020;88569.0;;;;28/10/2020;09/12/2020;instant;27/10/2020;completed;09/12/2020;09/12/2020;<42 * Days>;42
16361;50.0;money_back;16/09/2020;18/12/2020;38966.0;16/09/2020;;;16/09/2020;13/12/2020;instant;23/09/2020;completed;18/11/2020;13/12/2020;<88 * Days>;88
12424;100.0;money_back;14/08/2020;18/12/2020;15979.0;;;;15/08/2020;08/10/2020;instant;21/08/2020;;;;<54 * Days>;54
12453;100.0;money_back;14/08/2020;18/12/2020;27292.0;14/08/2020;;;18/08/2020;08/09/2020;instant;21/08/2020;;;;<21 * Days>;21
12450;100.0;money_back;14/08/2020;18/12/2020;9366.0;14/08/2020;;;18/08/2020;03/09/2020;instant;21/08/2020;;;;<16 * Days>;16
24886;70.0;money_back;27/10/2020;18/12/2020;88094.0;;;06/11/2020;27/10/2020;06/11/2020;instant;27/10/2020;;;;<10 * Days>;10
13021;100.0;money_back;19/08/2020;18/12/2020;29799.0;19/08/2020;;;19/08/2020;08/10/2020;instant;26/08/2020;;;;<50 * Days>;50
12449;100.0;money_back;14/08/2020;18/12/2020;19267.0;14/08/2020;;;17/08/2020;09/09/2020;instant;21/08/2020;;;;<23 * Days>;23
12440;100.0;money_back;14/08/2020;18/12/2020;26133.0;14/08/2020;;;17/08/2020;08/09/2020;instant;;;;;<22 * Days>;22
12429;65.0;money_back;14/08/2020;18/12/2020;33917.0;;;;18/08/2020;15/09/2020;instant;;;;;<28 * Days>;28
12437;100.0;money_back;14/08/2020;18/12/2020;18770.0;;;;22/08/2020;08/09/2020;regular;21/08/2020;;;;<17 * Days>;17
12439;100.0;money_back;14/08/2020;18/12/2020;20476.0;;;;14/08/2020;09/09/2020;instant;21/08/2020;;;;<26 * Days>;26
12448;100.0;money_back;14/08/2020;18/12/2020;13418.0;14/08/2020;;;17/08/2020;08/09/2020;instant;21/08/2020;;;;<22 * Days>;22
14122;100.0;money_back;31/08/2020;18/12/2020;6567.0;;;;31/08/2020;25/09/2020;instant;07/09/2020;;;;<25 * Days>;25
12444;100.0;money_back;14/08/2020;18/12/2020;16182.0;14/08/2020;;;15/08/2020;06/11/2020;instant;21/08/2020;;;;<83 * Days>;83
14627;100.0;money_back;05/09/2020;18/12/2020;16528.0;05/09/2020;;;08/09/2020;06/10/2020;instant;12/09/2020;;;;<28 * Days>;28
12442;100.0;money_back;14/08/2020;18/12/2020;19697.0;14/08/2020;;;15/08/2020;04/09/2020;instant;21/08/2020;;;;<20 * Days>;20
7133;80.0;money_back;08/07/2020;18/12/2020;;08/07/2020;11051.0;;10/07/2020;04/09/2020;regular;;;;;<56 * Days>;56
11020;100.0;money_back;05/08/2020;18/12/2020;10853.0;06/08/2020;;;07/08/2020;30/08/2020;instant;12/08/2020;completed;30/08/2020;30/08/2020;<23 * Days>;23
22058;100.0;money_back;19/10/2020;18/12/2020;21914.0;;;;20/10/2020;04/11/2020;instant;19/10/2020;;;;<15 * Days>;15
14714;100.0;money_back;05/09/2020;18/12/2020;26312.0;05/09/2020;;;15/09/2020;29/09/2020;regular;12/09/2020;;;;<14 * Days>;14
14587;50.0;money_back;04/09/2020;18/12/2020;36909.0;05/09/2020;;;08/09/2020;30/09/2020;instant;11/09/2020;;;;<22 * Days>;22
14677;50.0;money_back;05/09/2020;18/12/2020;16168.0;05/09/2020;;;08/09/2020;09/11/2020;instant;12/09/2020;;;;<62 * Days>;62
16550;50.0;money_back;17/09/2020;18/12/2020;16254.0;17/09/2020;;;18/09/2020;06/11/2020;instant;24/09/2020;;;;<49 * Days>;49
14307;100.0;money_back;02/09/2020;18/12/2020;14978.0;03/09/2020;;;03/09/2020;01/10/2020;instant;09/09/2020;;;;<28 * Days>;28
18572;50.0;money_back;30/09/2020;18/12/2020;38728.0;30/09/2020;;;01/10/2020;30/10/2020;instant;07/10/2020;;;;<29 * Days>;29
16692;100.0;money_back;17/09/2020;18/12/2020;23659.0;;;;19/09/2020;03/10/2020;instant;24/09/2020;;;;<14 * Days>;14
10147;100.0;money_back;30/07/2020;18/12/2020;14935.0;30/07/2020;;05/09/2020;31/07/2020;05/09/2020;instant;06/08/2020;;;;<36 * Days>;36
12471;100.0;money_back;14/08/2020;18/12/2020;8787.0;14/08/2020;;;18/08/2020;04/10/2020;instant;21/08/2020;;;;<47 * Days>;47
12473;100.0;money_back;14/08/2020;18/12/2020;12015.0;14/08/2020;;;19/08/2020;11/09/2020;instant;21/08/2020;;;;<23 * Days>;23
13553;100.0;money_back;22/08/2020;18/12/2020;36132.0;22/08/2020;;08/09/2020;24/08/2020;08/09/2020;instant;29/08/2020;;;;<15 * Days>;15
22055;50.0;money_back;19/10/2020;18/12/2020;44797.0;;;;20/10/2020;06/11/2020;instant;19/10/2020;;;;<17 * Days>;17
22054;100.0;money_back;19/10/2020;18/12/2020;26978.0;;;;20/10/2020;12/11/2020;instant;19/10/2020;;;;<23 * Days>;23
24714;100.0;money_back;26/10/2020;18/12/2020;93858.0;;;;28/10/2020;30/11/2020;instant;26/10/2020;;;;<33 * Days>;33
12792;100.0;money_back;17/08/2020;18/12/2020;8700.0;;;;19/08/2020;03/09/2020;instant;24/08/2020;;;;<15 * Days>;15
12470;100.0;money_back;14/08/2020;18/12/2020;14125.0;;;;24/08/2020;08/09/2020;regular;21/08/2020;;;;<15 * Days>;15
12456;100.0;money_back;14/08/2020;18/12/2020;30480.0;;;;17/08/2020;16/09/2020;instant;21/08/2020;;;;<30 * Days>;30
12458;80.0;money_back;14/08/2020;18/12/2020;20452.0;14/08/2020;;;17/08/2020;08/10/2020;instant;21/08/2020;;;;<52 * Days>;52
12459;30.0;money_back;14/08/2020;18/12/2020;26262.0;14/08/2020;;;18/08/2020;09/09/2020;instant;21/08/2020;;;;<22 * Days>;22
26385;25.0;money_back;30/10/2020;18/12/2020;30350.0;;;;03/11/2020;24/11/2020;instant;30/10/2020;;;;<21 * Days>;21
12835;100.0;money_back;17/08/2020;18/12/2020;;18/08/2020;10803.0;;19/08/2020;08/09/2020;regular;24/08/2020;;;;<20 * Days>;20
5531;100.0;money_back;26/06/2020;18/12/2020;;27/06/2020;4106.0;;30/06/2020;18/07/2020;regular;;completed;15/07/2020;18/07/2020;<18 * Days>;18
12500;100.0;money_back;14/08/2020;18/12/2020;19314.0;14/08/2020;;;18/08/2020;14/11/2020;instant;21/08/2020;;;;<88 * Days>;88
26953;100.0;money_back;01/11/2020;18/12/2020;103189.0;;;;03/11/2020;02/12/2020;instant;01/11/2020;;;;<29 * Days>;29
12478;100.0;money_back;14/08/2020;18/12/2020;26904.0;;;;18/08/2020;08/09/2020;instant;21/08/2020;;;;<21 * Days>;21
12472;50.0;money_back;14/08/2020;18/12/2020;28380.0;14/08/2020;;;18/08/2020;08/09/2020;instant;21/08/2020;;;;<21 * Days>;21
12475;50.0;money_back;14/08/2020;18/12/2020;28716.0;14/08/2020;;;18/08/2020;08/09/2020;instant;21/08/2020;;;;<21 * Days>;21
12504;100.0;money_back;14/08/2020;18/12/2020;10991.0;14/08/2020;;;18/08/2020;10/09/2020;instant;21/08/2020;;;;<23 * Days>;23
12489;100.0;money_back;14/08/2020;18/12/2020;7993.0;14/08/2020;;;21/08/2020;15/09/2020;instant;21/08/2020;;;;<25 * Days>;25
12509;50.0;money_back;14/08/2020;18/12/2020;30959.0;14/08/2020;;;18/08/2020;08/09/2020;instant;21/08/2020;;;;<21 * Days>;21
12498;100.0;money_back;14/08/2020;18/12/2020;31066.0;;;;18/08/2020;08/09/2020;instant;21/08/2020;;;;<21 * Days>;21
12487;50.0;money_back;14/08/2020;18/12/2020;23534.0;14/08/2020;;;18/08/2020;05/10/2020;instant;21/08/2020;completed;26/09/2020;05/10/2020;<48 * Days>;48
12518;100.0;money_back;14/08/2020;18/12/2020;10775.0;;;;18/08/2020;06/09/2020;regular;21/08/2020;;;;<19 * Days>;19
12544;100.0;money_back;14/08/2020;18/12/2020;14737.0;;;07/10/2020;25/08/2020;07/10/2020;regular;21/08/2020;;;;<43 * Days>;43
12516;100.0;money_back;14/08/2020;18/12/2020;1817.0;14/08/2020;;;18/08/2020;17/09/2020;instant;21/08/2020;;;;<30 * Days>;30
12904;100.0;money_back;18/08/2020;18/12/2020;18160.0;;;;19/08/2020;08/09/2020;instant;25/08/2020;;;;<20 * Days>;20
12545;50.0;money_back;14/08/2020;18/12/2020;6548.0;15/08/2020;;;17/08/2020;05/10/2020;instant;21/08/2020;;;;<49 * Days>;49
22087;100.0;money_back;19/10/2020;18/12/2020;70896.0;;;;19/10/2020;30/10/2020;instant;19/10/2020;;;;<11 * Days>;11
12537;100.0;money_back;14/08/2020;18/12/2020;1365.0;;;;18/08/2020;08/09/2020;instant;21/08/2020;;;;<21 * Days>;21
24222;100.0;money_back;24/10/2020;18/12/2020;56885.0;;;;25/10/2020;05/11/2020;instant;24/10/2020;;;;<11 * Days>;11
14112;100.0;money_back;30/08/2020;18/12/2020;17697.0;;;;08/09/2020;26/09/2020;regular;06/09/2020;;;;<18 * Days>;18
12529;50.0;money_back;14/08/2020;18/12/2020;35356.0;14/08/2020;;;18/08/2020;19/09/2020;instant;21/08/2020;;;;<32 * Days>;32
12522;100.0;money_back;14/08/2020;18/12/2020;10237.0;14/08/2020;;;17/08/2020;03/09/2020;instant;;;;;<17 * Days>;17
12536;100.0;money_back;14/08/2020;18/12/2020;34655.0;15/08/2020;;;25/08/2020;05/09/2020;regular;21/08/2020;;;;<11 * Days>;11
12570;100.0;money_back;14/08/2020;18/12/2020;26409.0;15/08/2020;;;18/08/2020;11/09/2020;instant;21/08/2020;;;;<24 * Days>;24
14113;100.0;money_back;30/08/2020;18/12/2020;11712.0;;;;31/08/2020;30/09/2020;instant;06/09/2020;;;;<30 * Days>;30
12549;100.0;money_back;14/08/2020;18/12/2020;20999.0;;;;18/08/2020;08/09/2020;instant;21/08/2020;;;;<21 * Days>;21
12551;100.0;money_back;14/08/2020;18/12/2020;4812.0;15/08/2020;;;17/08/2020;11/09/2020;instant;21/08/2020;;;;<25 * Days>;25
12552;100.0;money_back;14/08/2020;18/12/2020;29769.0;15/08/2020;;;18/08/2020;31/10/2020;instant;21/08/2020;;;;<74 * Days>;74
6599;100.0;money_back;04/07/2020;18/12/2020;27426.0;05/07/2020;;;07/07/2020;25/08/2020;regular;;completed;14/08/2020;25/08/2020;<49 * Days>;49
12555;100.0;money_back;14/08/2020;18/12/2020;4636.0;15/08/2020;;;17/08/2020;15/09/2020;instant;21/08/2020;completed;09/09/2020;15/09/2020;<29 * Days>;29
8124;100.0;money_back;15/07/2020;18/12/2020;32738.0;16/07/2020;;;17/07/2020;19/08/2020;regular;;completed;14/08/2020;19/08/2020;<33 * Days>;33
10255;100.0;money_back;31/07/2020;18/12/2020;18829.0;31/07/2020;;;01/08/2020;04/09/2020;instant;07/08/2020;completed;14/08/2020;04/09/2020;<34 * Days>;34
12548;50.0;money_back;14/08/2020;18/12/2020;30866.0;15/08/2020;;;18/08/2020;15/09/2020;instant;21/08/2020;;;;<28 * Days>;28
12566;100.0;money_back;14/08/2020;18/12/2020;35950.0;15/08/2020;;;25/08/2020;04/09/2020;regular;21/08/2020;;;;<10 * Days>;10
7137;100.0;money_back;08/07/2020;18/12/2020;;08/07/2020;10583.0;;10/07/2020;17/08/2020;regular;;completed;14/08/2020;17/08/2020;<38 * Days>;38
7110;100.0;money_back;08/07/2020;18/12/2020;12624.0;08/07/2020;;;10/07/2020;14/08/2020;regular;;completed;14/08/2020;14/08/2020;<35 * Days>;35
6791;100.0;money_back;06/07/2020;18/12/2020;26577.0;07/07/2020;;;07/07/2020;14/08/2020;regular;;completed;14/08/2020;14/08/2020;<38 * Days>;38
24223;100.0;money_back;24/10/2020;18/12/2020;91341.0;;;;27/10/2020;04/11/2020;instant;24/10/2020;;;;<8 * Days>;8
12590;100.0;money_back;15/08/2020;18/12/2020;26692.0;15/08/2020;;;17/08/2020;08/09/2020;instant;22/08/2020;;;;<22 * Days>;22
12604;100.0;money_back;15/08/2020;18/12/2020;10374.0;;;;17/08/2020;09/09/2020;instant;22/08/2020;;;;<23 * Days>;23
24375;100.0;money_back;25/10/2020;18/12/2020;92223.0;;;;27/10/2020;04/12/2020;instant;25/10/2020;;;;<38 * Days>;38
13117;100.0;money_back;19/08/2020;18/12/2020;5290.0;;;;28/08/2020;08/09/2020;regular;26/08/2020;;;;<11 * Days>;11
12606;100.0;money_back;15/08/2020;18/12/2020;34636.0;15/08/2020;;;18/08/2020;03/09/2020;instant;22/08/2020;;;;<16 * Days>;16
22882;100.0;money_back;21/10/2020;18/12/2020;81124.0;;;;23/10/2020;06/11/2020;instant;21/10/2020;;;;<14 * Days>;14
11346;100.0;money_back;07/08/2020;18/12/2020;15780.0;07/08/2020;;17/10/2020;10/08/2020;15/10/2020;regular;14/08/2020;;;;<66 * Days>;66
24625;50.0;money_back;26/10/2020;18/12/2020;74042.0;;;10/11/2020;31/10/2020;10/11/2020;instant;30/10/2020;;;;<10 * Days>;10
12579;100.0;money_back;15/08/2020;18/12/2020;9136.0;;;;25/08/2020;10/09/2020;regular;22/08/2020;;;;<16 * Days>;16
12580;50.0;money_back;15/08/2020;18/12/2020;13082.0;15/08/2020;;;18/08/2020;03/09/2020;instant;22/08/2020;;;;<16 * Days>;16
12602;40.0;money_back;15/08/2020;18/12/2020;25475.0;15/08/2020;;;18/08/2020;05/09/2020;instant;22/08/2020;;;;<18 * Days>;18
12569;100.0;money_back;14/08/2020;18/12/2020;28298.0;15/08/2020;;;18/08/2020;08/09/2020;instant;21/08/2020;;;;<21 * Days>;21
12617;100.0;money_back;15/08/2020;18/12/2020;13404.0;15/08/2020;;;18/08/2020;29/09/2020;instant;22/08/2020;;;;<42 * Days>;42
12633;100.0;money_back;15/08/2020;18/12/2020;33810.0;15/08/2020;;;18/08/2020;08/09/2020;instant;22/08/2020;;;;<21 * Days>;21
12620;100.0;money_back;15/08/2020;18/12/2020;23138.0;15/08/2020;;;18/08/2020;08/09/2020;instant;22/08/2020;;;;<21 * Days>;21
12598;100.0;money_back;15/08/2020;18/12/2020;27006.0;15/08/2020;;;18/08/2020;09/09/2020;instant;22/08/2020;;;;<22 * Days>;22
26657;100.0;money_back;31/10/2020;18/12/2020;46106.0;;;;03/11/2020;10/11/2020;instant;31/10/2020;;;;<7 * Days>;7
12626;100.0;money_back;15/08/2020;18/12/2020;1628.0;15/08/2020;;;21/08/2020;03/11/2020;instant;22/08/2020;;;;<74 * Days>;74
12611;100.0;money_back;15/08/2020;18/12/2020;2774.0;;;;21/08/2020;03/09/2020;instant;22/08/2020;;;;<13 * Days>;13
23345;20.0;money_back;23/10/2020;18/12/2020;49223.0;;;;26/10/2020;02/11/2020;instant;23/10/2020;;;;<7 * Days>;7
23346;50.0;money_back;23/10/2020;18/12/2020;87848.0;;;;24/10/2020;05/11/2020;instant;23/10/2020;;;;<12 * Days>;12
26583;25.0;money_back;31/10/2020;18/12/2020;100592.0;;;05/12/2020;10/11/2020;05/12/2020;regular;07/11/2020;;;;<25 * Days>;25
12663;50.0;money_back;15/08/2020;18/12/2020;19955.0;16/08/2020;;;25/08/2020;09/09/2020;regular;22/08/2020;;;;<15 * Days>;15
12656;100.0;money_back;15/08/2020;18/12/2020;33755.0;16/08/2020;;;18/08/2020;08/09/2020;instant;22/08/2020;;;;<21 * Days>;21
12644;100.0;money_back;15/08/2020;18/12/2020;10978.0;15/08/2020;;;18/08/2020;09/09/2020;regular;22/08/2020;;;;<22 * Days>;22
14308;100.0;money_back;02/09/2020;18/12/2020;5138.0;03/09/2020;;;10/09/2020;29/09/2020;regular;09/09/2020;;;;<19 * Days>;19
12650;45.0;money_back;15/08/2020;18/12/2020;16977.0;15/08/2020;;;18/08/2020;08/09/2020;instant;22/08/2020;;;;<21 * Days>;21
12660;100.0;money_back;15/08/2020;18/12/2020;28238.0;;;01/09/2020;17/08/2020;31/08/2020;instant;22/08/2020;;;;<14 * Days>;14
12647;100.0;money_back;15/08/2020;18/12/2020;9475.0;15/08/2020;;29/08/2020;18/08/2020;26/08/2020;instant;22/08/2020;;;;<8 * Days>;8
22998;100.0;money_back;22/10/2020;18/12/2020;85518.0;;;;23/10/2020;06/11/2020;instant;22/10/2020;;;;<14 * Days>;14
17215;100.0;money_back;22/09/2020;18/12/2020;46427.0;22/09/2020;;16/10/2020;24/09/2020;18/10/2020;instant;06/10/2020;;;;<24 * Days>;24
13027;100.0;money_back;19/08/2020;18/12/2020;3557.0;;;;20/08/2020;03/09/2020;instant;26/08/2020;;;;<14 * Days>;14
12639;100.0;money_back;15/08/2020;18/12/2020;8944.0;;;;18/08/2020;06/10/2020;instant;22/08/2020;;;;<49 * Days>;49
22075;50.0;money_back;19/10/2020;18/12/2020;15654.0;;;;20/10/2020;05/11/2020;instant;19/10/2020;;;;<16 * Days>;16
23145;100.0;money_back;22/10/2020;18/12/2020;70772.0;;;06/11/2020;27/10/2020;06/11/2020;instant;24/10/2020;;;;<10 * Days>;10
14125;100.0;money_back;31/08/2020;18/12/2020;20229.0;;;;01/09/2020;29/09/2020;instant;07/09/2020;;;;<28 * Days>;28
12690;20.0;money_back;16/08/2020;18/12/2020;21271.0;;;;17/08/2020;08/09/2020;instant;23/08/2020;;;;<22 * Days>;22
7070;100.0;money_back;08/07/2020;18/12/2020;17850.0;08/07/2020;;;09/07/2020;15/08/2020;regular;;completed;15/08/2020;15/08/2020;<37 * Days>;37
12679;100.0;money_back;16/08/2020;18/12/2020;35988.0;;;;18/08/2020;30/09/2020;instant;23/08/2020;;;;<43 * Days>;43
